,Variable Name,Description,Type,Code=Value,Source File
3309,vwork5,DO YOU DO VOLUNTEER WORK?,NUMERIC,0=NO; 1=YES,Exam5
3310,medcare5,WHERE DO YOU GO FOR MEDICAL CARE,NUMERIC,1=DOCTOR'S OFFICE OR CLINIC; 2=HOSPITAL EMERGENCY ROOM; 3=OTHER,Exam5
3311,hiprv5,PAYING FOR MEDICAL CARE: HMO,NUMERIC,0=NO; 1=YES,Exam5
3312,himdcr5,PAYING FOR MEDICAL CARE: MEDICARE,NUMERIC,0=NO; 1=YES,Exam5
3313,himdcd5,PAYING FOR MEDICAL CARE: MEDICAID,NUMERIC,0=NO; 1=YES,Exam5
3314,himil5,PAYING FOR MEDICAL CARE: MILITARY / VA,NUMERIC,0=NO; 1=YES,Exam5
3315,hinone5,PAYING FOR MEDICAL CARE: NONE,NUMERIC,0=NO; 1=YES,Exam5
3316,hioth5,PAYING FOR MEDICAL CARE: OTHER,NUMERIC,0=NO; 1=YES,Exam5
3317,curalc5,PRESENTLY DRINK ALCOHOL,NUMERIC,0=NO; 1=YES,Exam5
3318,rwinewk5,GLASSES OF RED WINE PER WEEK,NUMERIC,,Exam5
3319,wwinewk5,GLASSES OF WHITE WINE PER WEEK,NUMERIC,,Exam5
3320,beerwk5,BEERS PER WEEK,NUMERIC,,Exam5
3321,liqwk5,LIQUOR OR MIXED DRINKS PER WEEK,NUMERIC,,Exam5
3322,smkstat5,CURRENT SMOKING STATUS,NUMERIC,"0=NEVER SMOKED; 1=FORMER SMOKER QUIT MORE THAN 1 YEAR AGO; 2=FORMER SMOKER, QUIT LESS THAN ONE YEAR; 3=CURRENT SMOKER; 4=DO NOT KNOW",Exam5
3323,avcday5,CIGARETTES SMOKED PER DAY,NUMERIC,,Exam5
3324,avcinh5,INHALED CIGARETTE SMOKE,NUMERIC,0=NOT AT ALL; 1=SLIGHTLY; 2=MODERATELY; 3=DEEPLY,Exam5
3325,avcmin5,TIME FROM WAKING UP TO SMOKING FIRST MORNING CIGARETTE,NUMERIC,,Exam5
3326,cursmk5,SMOKED CIGARETTES: LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam5
3327,cigsday5,AVERAGE CIGARETTES SMOKED PER DAY,NUMERIC,,Exam5
3328,shndsmk5,CLOSE CONTACT WITH SMOKER (HOURS PER WEEK),NUMERIC,,Exam5
3329,rsmk5,DID ANYONE SMOKE IN RESIDENCE IN PAST 12 MONTHS? (INCLUDING PPT),NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam5
3330,roftsmk5,AVERAGE: HOW OFTEN SMOKERS IN RESIDENCE IN PAST 12 MONTHS?,NUMERIC,"1=LESS THAN ONCE A MONTH; 2=FEW DAYS EACH MONTH; 3=MORE THAN HALF OF DAYS OF MONTH, BUT LESS THAN DAILY; 4=EVERY DAY OR ALMOST EVERY DAY",Exam5
3331,rcday15,SMOKER 1: # CIGARETTES PER DAY,NUMERIC,,Exam5
3332,rcday25,SMOKER 2: # CIGARETTES PER DAY,NUMERIC,,Exam5
3333,rcday35,SMOKER 3: # CIGARETTES PER DAY,NUMERIC,,Exam5
3334,cgr15,"AS ADULT, LIVED WITH REGULAR CIGARETTE SMOKER (EXCLUDING SELF) WHO SMOKED IN HOME",NUMERIC,,Exam5
3335,cgr25,TOTAL YEARS LIVED WITH CIGARETTE SMOKER,NUMERIC,,Exam5
3336,lvsmk5,ADULTHOOD: LIVE WITH REGULAR SMOKER,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam5
3337,lvsmkyr5,HOW MANY TOTAL YEARS DID YOU LIVE WITH THEM WHEN THEY WERE SMOKING?,NUMERIC,,Exam5
3338,wsmk5,EVER SPENT REGULAR TIME INDOORS WHERE PEOPLE SMOKING CIGARETTES,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam5
3339,wsmkyr5,TOTAL ADULT LIFE YEARS SPENT INDOORS WHERE PEOPLE SMOKING CIGARETTES,NUMERIC,,Exam5
3340,income5,TOTAL GROSS FAMILY INCOME,NUMERIC,"1=< $5000; 2=$5000 - $7999; 3=$8000 - $11999; 4=$12000 - $15999; 5=$16000 - $19999; 6=$20000 - $24999; 7=$25000 - $29999; 8=$30000 - $34999; 9=$35000 - $39999; 10=$40000 - $49999; 11=$50000 - $74999; 12=$75000 - $99999; 13=$100,000 - $124,999; 14=$125,000 - $149,999; 15=$150,000 OR MORE",Exam5
3341,numhhld5,# PEOPLE SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam5
3342,nhhldc5,# CHILDREN SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam5
3343,nhhlde5,# ADULTS > 65 SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam5
3344,cig5c,"CIGARETTE SMOKING STATUS, EXAM 5",NUMERIC,0=NEVER; 1=FORMER; 2=CURRENT,Exam5
3345,pkyrs5c,EXAM 5 PACK-YEARS OF CIGARETTE SMOKING,NUMERIC,,Exam5
3346,bldeasy5,BLEED OR BRUISE EASILY,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW/UNKNOWN,Exam5
3347,coagdis5,BLOOD CLOTTING OR COAGULATION DISORDER,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW/UNKNOWN,Exam5
3348,faint5,FAINTING SPELLS DURING BLOOD DRAW,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW/UNKNOWN,Exam5
3349,diabins5,INSULIN OR HYPOGLYCEMICS FOR DIABETES,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW/UNKNOWN,Exam5
3350,phsttm5,VENIPUNCTURE START TIME,STRING,,Exam5
3351,bldrawn5,BLOOD DRAWN,NUMERIC,1=YES- FULL SAMPLE; 2=YES- PARTIAL SAMPLE; 3=NO- REFUSED; 4=NO- HARD TO STICK; 5=NO - OTHER,Exam5
3352,bldrtxt5,NO BLOOD DRAWN: REASON,STRING,,Exam5
3353,trnqsec5,TOURNIQUET RELEASE ELAPSE TIME,NUMERIC,,Exam5
3354,phendtm5,VENIPUNCTURE END TIME,STRING,,Exam5
3355,qlvnpct5,VENIPUNCTURE QUALITY,NUMERIC,1=TRAUMATIC; 2=CLEAN,Exam5
3356,vnclps5,TRAUMATIC: VEIN COLLAPSE,NUMERIC,0=NO; 1=YES,Exam5
3357,hematom5,TRAUMATIC: HEMATOMA,NUMERIC,0=NO; 1=YES,Exam5
3358,exdur5,TRAUMATIC: EXCESSIVE DURATION OF DRAW,NUMERIC,0=NO; 1=YES,Exam5
3359,multstk5,TRAUMATIC: MULTIPLE STICKS,NUMERIC,0=NO; 1=YES,Exam5
3360,hrdget5,TRAUMATIC: VEIN HARD TO GET,NUMERIC,0=NO; 1=YES,Exam5
3361,leakage5,LEAKAGE AT VENIPUNCTURE SITE,NUMERIC,0=NO; 1=YES,Exam5
3362,ser1f5,SERUM 1 (10 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3363,ser1v5,SERUM 1 (10 mL): OTHER VOLUME,STRING,,Exam5
3364,edt1f5,EDTA 1 (10 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3365,edt1v5,EDTA 1 (10 mL): OTHER VOLUME,STRING,,Exam5
3366,cit1f5,CITRATE (4.5 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3367,cit1v5,CITRATE (4.5 mL): OTHER VOLUME,STRING,,Exam5
3368,ser2f5,SERUM 2 (10 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3369,ser2v5,SERUM 2 (10 mL): OTHER VOLUME,STRING,,Exam5
3370,edt2f5,EDTA 2 (10 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3371,edt2v5,EDTA 2 (10 mL): OTHER VOLUME,STRING,,Exam5
3372,sca1f5,SCAT (5 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3373,sca1v5,SCAT (5 mL): OTHER VOLUME,STRING,,Exam5
3374,edt3f5,EDTA 3 (2 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3375,edt3v5,EDTA 3 (2 mL): OTHER VOLUME,STRING,,Exam5
3376,scr1fga5,SERUM Cre (3.5 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3377,scr1vga5,SERUM Cre (3.5 mL): OTHER VOLUME,STRING,,Exam5
3378,cpt1fep5,CPT 1 (8 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3379,cpt1vep5,CPT 1 (8 mL): OTHER VOLUME,STRING,,Exam5
3380,cpt2fep5,CPT 2 (8 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3381,cpt2vep5,CPT 2 (8 mL): OTHER VOLUME,STRING,,Exam5
3382,cpt3fep5,CPT 3 (8 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3383,cpt3vep5,CPT 3 (8 mL): OTHER VOLUME,STRING,,Exam5
3384,cpt4fep5,CPT 4 (8 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3385,cpt4vep5,CPT 4 (8 mL): OTHER VOLUME,STRING,,Exam5
3386,edt1fep5,EDTA (CBC) (2 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3387,edt1vep5,EDTA (CBC) (2 mL): OTHER VOLUME,STRING,,Exam5
3388,hep1fco5,HEPARIN (10 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3389,hep1vco5,HEPARIN (10 mL): OTHER VOLUME,STRING,,Exam5
3390,edt1fco5,EDTA (WB) (2 mL): FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3391,edt1vco5,EDTA (WB) (2 mL): OTHER VOLUME,STRING,,Exam5
3392,urn1fil5,URINE SAMPLE FILLED,NUMERIC,0=NO; 1=YES; 9=PARTIAL,Exam5
3393,urn1vol5,URINE SAMPLE: PARTIAL AMOUNT,STRING,,Exam5
3394,urn1oth5,REASON URINE SAMPLE NOT TAKEN: OTHER (SPECIFY),STRING,,Exam5
3395,urn1why5,REASON URINE SAMPLE NOT TAKEN,NUMERIC,1=PPT UNABLE TO VOID; 2=REFUSED; 3=OTHER,Exam5
3396,qcblood5,SELECTED AS BLOOD QUALITY CONTROL SUBJECT,NUMERIC,0=NO; 1=YES; 2=YES BUT NOT ENOUGH BLOOD FOR QC,Exam5
3397,qcurine5,SELECTED AS URINE QUALITY CONTROL SUBJECT,NUMERIC,0=NO; 1=YES; 2=YES BUT NOT ENOUGH URINE FOR QC,Exam5
3398,q01hlcn5,1: LIGHT HOUSEHOLD CHORES (MIN/WK),NUMERIC,,Exam5
3399,q01hlcm5,1: LIGHT HOUSEHOLD CHORES MET (MIN/WK),NUMERIC,,Exam5
3400,q02hmcn5,2: MODERATE HOUSEHOLD CHORES (MIN/WK),NUMERIC,,Exam5
3401,q02hmcm5,2: MODERATE HOUSEHOLD CHORES MET (MIN/WK),NUMERIC,,Exam5
3402,hsemn5c,TOTAL HOUSEHOLD CHORES (MIN/WK),NUMERIC,,Exam5
3403,hsemt5c,TOTAL HOUSEHOLD CHORES MET (MIN/WK),NUMERIC,,Exam5
3404,q03ymcn5,3: MODERATE YARD WORK (MIN/WK),NUMERIC,,Exam5
3405,q03ymcm5,3: MODERATE YARD WORK MET (MIN/WK),NUMERIC,,Exam5
3406,q04yvcn5,4: VIGOROUS YARD WORK (MIN/WK),NUMERIC,,Exam5
3407,q04yvcm5,4: VIGOROUS YARD WORK MET (MIN/WK),NUMERIC,,Exam5
3408,yrdmn5c,TOTAL YARD WORK (MIN/WK),NUMERIC,,Exam5
3409,yrdmt5c,TOTAL YARD WORK MET (MIN/WK),NUMERIC,,Exam5
3410,q05olcn5,5: LIGHT CARE OTHERS (MIN/WK),NUMERIC,,Exam5
3411,q05olcm5,5: LIGHT CARE OTHERS MET (MIN/WK),NUMERIC,,Exam5
3412,q06omcn5,6: MODERATE CARE OTHERS (MIN/WK),NUMERIC,,Exam5
3413,q06omcm5,6: MODERATE CARE OTHERS MET (MIN/WK),NUMERIC,,Exam5
3414,caremn5c,TOTAL CARE OTHERS (MIN/WK),NUMERIC,,Exam5
3415,caremt5c,TOTAL CARE OTHERS MET (MIN/WK),NUMERIC,,Exam5
3416,q07tlcn5,7: LIGHT TRANSPORTATION (MIN/WK),NUMERIC,,Exam5
3417,q07tlcm5,7: LIGHT TRANSPORTATION MET (MIN/WK),NUMERIC,,Exam5
3418,trnmn5c,TOTAL TRANSPORTATION (MIN/WK),NUMERIC,,Exam5
3419,trnmt5c,TOTAL TRANSPORTATION MET (MIN/WK),NUMERIC,,Exam5
3420,q08wmcn5,8: MODERATE WALKING (MIN/WK),NUMERIC,,Exam5
3421,q08wmcm5,8: MODERATE WALKING MET (MIN/WK),NUMERIC,,Exam5
3422,q09wmcn5,9: MODERATE WALKING EXERCISE (MIN/WK),NUMERIC,,Exam5
3423,q09wmcm5,9: MODERATE WALKING EXERCISE MET (MIN/WK),NUMERIC,,Exam5
3424,walkmn5c,TOTAL WALKING (MIN/WK),NUMERIC,,Exam5
3425,walkmt5c,TOTAL WALKING MET (MIN/WK),NUMERIC,,Exam5
3426,q10smcn5,10: MODERATE DANCE (MIN/WK),NUMERIC,,Exam5
3427,q10smcm5,10: MODERATE DANCE MET (MIN/WK),NUMERIC,,Exam5
3428,q11svcn5,11: VIGOROUS TEAM SPORTS (MIN/WK),NUMERIC,,Exam5
3429,q11svcm5,11: VIGOROUS TEAM SPORTS MET (MIN/WK),NUMERIC,,Exam5
3430,q12svcn5,12: VIGOROUS DUAL SPORTS (MIN/WK),NUMERIC,,Exam5
3431,q12svcm5,12: VIGOROUS DUAL SPORTS MET (MIN/WK),NUMERIC,,Exam5
3432,q13smcn5,13: MODERATE INDIVIDUAL ACTIVITIES (MIN/WK),NUMERIC,,Exam5
3433,q13smcm5,13: MODERATE INDIVIDUAL ACTIVITIES MET (MIN/WK),NUMERIC,,Exam5
3434,sptnmn5c,TOTAL DANCE/SPORTS (MIN/WK),NUMERIC,,Exam5
3435,sptnmt5c,TOTAL DANCE/SPORTS MET (MIN/WK),NUMERIC,,Exam5
3436,q14cmcn5,14: MODERATE CONDITIONING (MIN/WK),NUMERIC,,Exam5
3437,q14cmcm5,14: MODERATE CONDITIONING MET (MIN/WK),NUMERIC,,Exam5
3438,q15cvcn5,15: VIGOROUS CONDITIONING (MIN/WK),NUMERIC,,Exam5
3439,q15cvcm5,15: VIGOROUS CONDITIONING MET (MIN/WK),NUMERIC,,Exam5
3440,condmn5c,TOTAL CONDITIONING (MIN/WK),NUMERIC,,Exam5
3441,condmt5c,TOTAL CONDITIONING MET (MIN/WK),NUMERIC,,Exam5
3442,q16ilcn5,16: LIGHT LEISURE TV (MIN/WK),NUMERIC,,Exam5
3443,q16ilcm5,16: LIGHT LEISURE TV MET (MIN/WK),NUMERIC,,Exam5
3444,q17ilcn5,17: LIGHT LEISURE READING (MIN/WK),NUMERIC,,Exam5
3445,q17ilcm5,17: LIGHT LEISURE READING MET (MIN/WK),NUMERIC,,Exam5
3446,leismn5c,TOTAL LEISURE READING (MIN/WK),NUMERIC,,Exam5
3447,leismt5c,TOTAL LEISURE READING MET (MIN/WK),NUMERIC,,Exam5
3448,q18jyn5,WORK TO EARN MONEY?,NUMERIC,,Exam5
3449,q19wrdw5,WORK DAYS PER WEEK,NUMERIC,,Exam5
3450,q19wrhd5,WORK HOURS PER DAY,NUMERIC,,Exam5
3451,q19wcn5,19: TOTAL WORK (MIN/WK),NUMERIC,,Exam5
3452,q20jlcn5,20: LIGHT WORK SITTING (MIN/WK),NUMERIC,,Exam5
3453,q20jlcm5,20: LIGHT WORK SITTING MET (MIN/WK),NUMERIC,,Exam5
3454,q21jlcn5,21: LIGHT WORK STANDING (MIN/WK),NUMERIC,,Exam5
3455,q21jlcm5,21: LIGHT WORK STANDING MET (MIN/WK),NUMERIC,,Exam5
3456,q22jmcn5,22: MODERATE WORK (MIN/WK),NUMERIC,,Exam5
3457,q22jmcm5,22: MODERATE WORK MET (MIN/WK),NUMERIC,,Exam5
3458,q23jvcn5,23: VIGOROUS WORK (MIN/WK),NUMERIC,,Exam5
3459,q23jvcm5,23: VIGOROUS WORK MET (MIN/WK),NUMERIC,,Exam5
3460,occmn5c,TOTAL WORK (MIN/WK),NUMERIC,,Exam5
3461,occmt5c,TOTAL WORK MET (MIN/WK),NUMERIC,,Exam5
3462,q24uyn5,24: WORK AS A VOLUNTEER?,NUMERIC,,Exam5
3463,q25ulcn5,25: LIGHT VOLUNTEER (MIN/WK),NUMERIC,,Exam5
3464,q25ulcm5,25: LIGHT VOLUNTEER MET (MIN/WK),NUMERIC,,Exam5
3465,q26umcn5,26: MODERATE VOLUNTEER (MIN/WK),NUMERIC,,Exam5
3466,q26umcm5,26: MODERATE VOLUNTEER MET (MIN/WK),NUMERIC,,Exam5
3467,q27uvcn5,27: VIGOROUS VOLUNTEER (MIN/WK),NUMERIC,,Exam5
3468,q27uvcm5,27: VIGOROUS VOLUNTEER MET (MIN/WK),NUMERIC,,Exam5
3469,volmn5c,TOTAL VOLUNTEER (MIN/WK),NUMERIC,,Exam5
3470,volmt5c,TOTAL VOLUNTEER MET (MIN/WK),NUMERIC,,Exam5
3471,pahrdy5c,REPORTED TOTAL PA HOURS PER DAY,NUMERIC,,Exam5
3472,wkhrdy5c,REPORTED TOTAL WORK HOURS PER WEEK,NUMERIC,,Exam5
3473,exercm5c,TOTAL INTENTIONAL EXERCISE (Q9-15) MET (MIN/WK),NUMERIC,,Exam5
3474,wlkpace5,WALKING PACE OUTSIDE HOME,NUMERIC,0=NO WALKING AT ALL; 1=CASUAL STROLLING (<2 MPH); 2=AVERAGE OR NORMAL (2-3 MPH); 3=FAIRLY BRISKLY (4-5 MPH); 4=BRISK OR STRIDING (>5 MPH),Exam5
3475,pamcm5c,MODERATE PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,,Exam5
3476,pavcm5c,VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,,Exam5
3477,pamvcm5c,MODERATE AND VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,,Exam5
3478,dmapnum5,DINAMAP NUMBER,NUMERIC,,Exam5
3479,armcm5,ARM CIRCUMFERENCE (cm),NUMERIC,,Exam5
3480,cuffsz5,SEATED BP CUFF SIZE: UPPER ARM,NUMERIC,"1=SMALL ADULT (17-25cm); 2=ADULT (25.1-33cm); 3=LARGE ADULT (33.1-40cm); 4=THIGH (40.1-50cm); 5=FOREARM, ADULT (25.1-33cm); 6=FOREARM, LARGE ADULT (33.1-40cm)",Exam5
3481,s1bp5,SEATED BP: SYSTOLIC 1ST READING (mmHg),NUMERIC,,Exam5
3482,d1bp5,SEATED BP: DIASTOLIC 1ST READING (mmHg),NUMERIC,,Exam5
3483,hr1dina5,HEART RATE 1ST READING,NUMERIC,,Exam5
3484,bptm5,"TIME OF DAY, SEATED BP",STRING,,Exam5
3485,s2bp5,SEATED BP: SYSTOLIC 2ND READING (mmHg),NUMERIC,,Exam5
3486,d2bp5,SEATED BP: DIASTOLIC 2ND READING (mmHg),NUMERIC,,Exam5
3487,hr2dina5,HEART RATE 2ND READING,NUMERIC,,Exam5
3488,s3bp5,SEATED BP: SYSTOLIC 3RD READING (mmHg),NUMERIC,,Exam5
3489,d3bp5,SEATED BP: DIASTOLIC 3RD READING (mmHg),NUMERIC,,Exam5
3490,hr3dina5,HEART RATE 3RD READING,NUMERIC,,Exam5
3491,pulseOx5,PULSE OXYMETRY,NUMERIC,,Exam5
3492,spploxy5,PARTICIPANT USE OF SUPPLEMENTAL OXYGEN,NUMERIC,0=NO; 1=YES,Exam5
3493,flowrt5,SUPPLEMENTAL OXYGEN FLOW RATE (LITERS/MIN),NUMERIC,,Exam5
3494,rmtempf5,"ROOM TEMPERATURE (FAHRENHEIT), SEATED BP",NUMERIC,,Exam5
3495,sbp5c,SEATED SYSTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam5
3496,dbp5c,SEATED DIASTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam5
3497,spp5c,SEATED PULSE PRESSURE (mmHg),NUMERIC,,Exam5
3498,hrdina5c,SEATED HEART RATE (BEATS PER MINUTE),NUMERIC,,Exam5
3499,ualbumn5,URINARY ALBUMIN (mg/dl),NUMERIC,,Exam5
3500,ucreat5,URINARY CREATININE (mg/dl),NUMERIC,,Exam5
3501,ualbcre5,URINARY ALBUMIN/CREATININE (mg/g),NUMERIC,,Exam5
3502,uabcat5c,URINARY MICROALBUMINURIA,NUMERIC,1=NORMAL; 2=MICROALBUMINURIA; 3=MACROALBUMINURIA,Exam5
3503,urncoll5,URINE SAMPLE COLLECTED?,NUMERIC,0=NO; 1=YES,Exam5
3504,whynour5,URINE SAMPLE NOT COLLECTED: REASON,NUMERIC,1=PPT UNABLE TO VOID; 2=REFUSED; 3=OTHER,Exam5
3505,urncqc5,PARTICIPANT SELECTED FOR URINE QC,NUMERIC,"0=NO; 1=YES; 2=YES, BUT NOT ENOUGH URINE FOR QC",Exam5
3506,plqscr5c,TOTAL CAROTID PLAQUE SCORE,NUMERIC,,Exam5
3507,plqprs5c,PRESENCE OF CAROTID PLAQUE,NUMERIC,0=ABSENT; 1=PRESENT,Exam5
3508,plqsdw5c,CAROTID PLAQUE SHADOWING,NUMERIC,0=NO; 1=YES,Exam5
3509,ldccamnavg5,LT DISTAL CCA MEAN CIMT (mm) AVG,NUMERIC,,Exam5
3510,ldccamnavgqs5,LT DISTAL CCA MEAN CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3511,ldccamnv15,LT DISTAL CCA MEAN CIMT (mm) V1,NUMERIC,,Exam5
3512,ldccamnv1qs5,LT DISTAL CCA MEAN CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3513,ldccamnv25,LT DISTAL CCA MEAN CIMT (mm) V2,NUMERIC,,Exam5
3514,ldccamnv2qs5,LT DISTAL CCA MEAN CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3515,ldccamnv35,LT DISTAL CCA MEAN CIMT (mm) V3,NUMERIC,,Exam5
3516,ldccamnv3qs5,LT DISTAL CCA MEAN CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3517,ldccamxavg5,LT DISTAL CCA MAX CIMT (mm) AVG,NUMERIC,,Exam5
3518,ldccamxavgqs5,LT DISTAL CCA MAX CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3519,ldccamxv15,LT DISTAL CCA MAX CIMT (mm) V1,NUMERIC,,Exam5
3520,ldccamxv1qs5,LT DISTAL CCA MAX CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3521,ldccamxv25,LT DISTAL CCA MAX CIMT (mm) V2,NUMERIC,,Exam5
3522,ldccamxv2qs5,LT DISTAL CCA MAX CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3523,ldccamxv35,LT DISTAL CCA MAX CIMT (mm) V3,NUMERIC,,Exam5
3524,ldccamxv3qs5,LT DISTAL CCA MAX CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3525,licamnavg5,LT ICA MEAN CIMT (mm) AVG,NUMERIC,,Exam5
3526,licamnavgqs5,LT ICA MEAN CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3527,licamnv15,LT ICA MEAN CIMT (mm) V1,NUMERIC,,Exam5
3528,licamnv1qs5,LT ICA MEAN CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3529,licamnv25,LT ICA MEAN CIMT (mm) V2,NUMERIC,,Exam5
3530,licamnv2qs5,LT ICA MEAN CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3531,licamnv35,LT ICA MEAN CIMT (mm) V3,NUMERIC,,Exam5
3532,licamnv3qs5,LT ICA MEAN CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3533,licamxavg5,LT ICA MAX CIMT (mm) AVG,NUMERIC,,Exam5
3534,licamxavgqs5,LT ICA MAX CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3535,licamxv15,LT ICA MAX CIMT (mm) V1,NUMERIC,,Exam5
3536,licamxv1qs5,LT ICA MAX CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3537,licamxv25,LT ICA MAX CIMT (mm) V2,NUMERIC,,Exam5
3538,licamxv2qs5,LT ICA MAX CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3539,licamxv35,LT ICA MAX CIMT (mm) V3,NUMERIC,,Exam5
3540,licamxv3qs5,LT ICA MAX CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3541,lbmnavg5,LT BULB MEAN CIMT (mm) AVG,NUMERIC,,Exam5
3542,lbmnavgqs5,LT BULB MEAN CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3543,lbmnv15,LT BULB MEAN CIMT (mm) V1,NUMERIC,,Exam5
3544,lbmnv1qs5,LT BULB MEAN CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3545,lbmnv25,LT BULB MEAN CIMT (mm) V2,NUMERIC,,Exam5
3546,lbmnv2qs5,LT BULB MEAN CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3547,lbmnv35,LT BULB MEAN CIMT (mm) V3,NUMERIC,,Exam5
3548,lbmnv3qs5,LT BULB MEAN CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3549,lbmxavg5,LT BULB MAX CIMT (mm) AVG,NUMERIC,,Exam5
3550,lbmxavgqs5,LT BULB MAX CIMT AVG QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3551,lbmxv15,LT BULB MAX CIMT (mm) V1,NUMERIC,,Exam5
3552,lbmxv1qs5,LT BULB MAX CIMT V1 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3553,lbmxv25,LT BULB MAX CIMT (mm) V2,NUMERIC,,Exam5
3554,lbmxv2qs5,LT BULB MAX CIMT V2 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3555,lbmxv35,LT BULB MAX CIMT (mm) V3,NUMERIC,,Exam5
3556,lbmxv3qs5,LT BULB MAX CIMT V3 QLTY SCORE,NUMERIC,0=NO MATCH; 1=MATCH,Exam5
3557,ltbulbsdw5,LT BULB PLAQUE SHADOWING,NUMERIC,,Exam5
3558,ltbulbsfc5,LT BULB SURFACE,NUMERIC,1=IRREGULAR; 2=REGULAR,Exam5
3559,ltbulbwll5,LT BULB WALL,NUMERIC,1=FW; 2=NW; 3=NWFW,Exam5
3560,ltccasdw5,LT CCA PLAQUE SHADOWING,NUMERIC,,Exam5
3561,ltccasfc5,LT CCA SURFACE,NUMERIC,1=IRREGULAR; 2=REGULAR,Exam5
3562,ltccawll5,LT CCA WALL,NUMERIC,1=FW; 2=NW; 3=NWFW,Exam5
3563,ltecasdw5,LT ECA PLAQUE SHADOWING,NUMERIC,,Exam5
3564,ltecasfc5,LT ECA SURFACE,NUMERIC,1=IRREGULAR; 2=REGULAR,Exam5
